DateTime,Temperature,Dew Point,Relative Humidity
7/4/2025 15:30,71.6,60.76,68.81
7/4/2025 16:15,71.6,60.76,68.81
7/4/2025 17:00,71.6,60.76,68.81
7/4/2025 17:45,69.8,60.76,73.15
7/4/2025 18:30,68,60.76,77.79
7/4/2025 19:13,64.94,60.96,87.02
7/4/2025 19:53,62.96,60.06,90.33
7/4/2025 20:35,62.6,60.78,93.84
7/4/2025 21:15,62.6,60.78,93.84
7/4/2025 22:00,62.6,60.78,93.84
7/4/2025 22:50,62.6,60.78,93.84
7/4/2025 23:35,62.6,58.98,88.02
7/5/2025 0:20,62.6,60.78,93.84
7/5/2025 1:00,62.6,60.78,93.84
7/5/2025 1:50,62.6,58.98,88.02
7/5/2025 2:30,62.6,58.98,88.02
7/5/2025 3:15,62.6,58.98,88.02
7/5/2025 4:00,62.6,58.98,88.02
7/5/2025 4:50,62.6,58.98,88.02
7/5/2025 5:35,62.6,58.98,88.02
7/5/2025 6:15,62.6,60.78,93.84
7/5/2025 7:00,62.6,60.78,93.84
7/5/2025 7:50,64.4,60.78,88.11
7/5/2025 8:30,66.2,60.76,82.77
7/5/2025 9:10,68,58.96,72.97
7/5/2025 9:55,71.6,58.96,64.54
7/5/2025 10:45,71.6,60.76,68.81
7/5/2025 11:30,71.6,60.76,68.81
7/5/2025 12:15,71.6,60.76,68.81
7/5/2025 13:00,73.4,60.78,64.76
7/5/2025 13:50,71.6,60.76,68.81
7/5/2025 14:35,73.4,60.78,64.76
7/5/2025 15:20,71.6,60.76,68.81
7/5/2025 16:05,71.6,60.76,68.81
7/5/2025 16:53,71.96,60.94,68.41
7/5/2025 17:40,69.8,60.76,73.15
7/5/2025 18:25,69.8,60.76,73.15
7/5/2025 19:10,68,60.76,77.79
7/5/2025 19:55,66.2,60.76,82.77
7/5/2025 20:45,64.4,58.96,82.65
7/5/2025 21:30,64.4,58.96,82.65
7/5/2025 22:15,64.4,57.16,77.48
7/5/2025 23:00,64.4,58.96,82.65
7/5/2025 23:50,64.4,58.96,82.65
7/6/2025 0:35,62.6,57.16,82.52
7/6/2025 1:20,64.4,58.96,82.65
7/6/2025 2:05,62.6,60.78,93.84
7/6/2025 2:53,62.96,60.06,90.33
7/6/2025 3:40,62.6,60.78,93.84
7/6/2025 4:25,62.6,57.16,82.52
7/6/2025 5:10,62.6,58.98,88.02
7/6/2025 5:55,62.6,58.98,88.02
7/6/2025 6:45,62.6,60.78,93.84
7/6/2025 7:30,64.4,60.78,88.11
7/6/2025 8:15,66.2,58.96,77.64
7/6/2025 9:00,69.8,58.96,68.61
7/6/2025 9:50,69.8,58.96,68.61
7/6/2025 10:35,69.8,58.96,68.61
7/6/2025 11:20,71.6,58.96,64.54
7/6/2025 12:05,69.8,58.96,68.61
7/6/2025 12:50,69.8,58.96,68.61
7/6/2025 13:35,69.8,58.96,68.61
7/6/2025 14:20,69.8,57.15,64.32
7/6/2025 15:05,69.8,58.96,68.61
7/6/2025 15:53,71.06,58.96,65.73
7/6/2025 16:40,69.8,58.96,68.61
7/6/2025 17:25,69.8,60.76,73.15
7/6/2025 18:10,69.8,60.76,73.15
7/6/2025 18:55,66.2,60.76,82.77
7/6/2025 19:45,66.2,60.76,82.77
7/6/2025 20:30,64.4,60.78,88.11
7/6/2025 21:10,64.4,60.78,88.11
7/6/2025 21:53,64.04,58.96,83.69
7/6/2025 22:40,62.6,57.16,82.52
7/6/2025 23:25,62.6,57.16,82.52
7/7/2025 0:10,62.6,57.16,82.52
7/7/2025 0:55,62.6,58.98,88.02
7/7/2025 1:45,62.6,58.98,88.02
7/7/2025 2:25,62.6,58.98,88.02
7/7/2025 3:10,62.6,58.98,88.02
7/7/2025 3:55,62.6,58.98,88.02
7/7/2025 4:45,62.6,57.16,82.52
7/7/2025 5:30,64.4,57.16,77.48
7/7/2025 6:15,64.4,57.16,77.48
7/7/2025 7:00,64.4,57.16,77.48
7/7/2025 7:50,64.4,57.16,77.48
7/7/2025 8:30,66.2,57.15,72.78
7/7/2025 9:15,69.8,57.15,64.32
7/7/2025 9:59,69.08,57.88,67.65
7/7/2025 10:45,69.8,57.15,64.32
7/7/2025 11:30,69.8,57.15,64.32
7/7/2025 12:15,71.6,57.16,60.51
7/7/2025 13:00,69.8,57.15,64.32
7/7/2025 13:50,69.8,57.15,64.32
7/7/2025 14:35,69.8,57.15,64.32
7/7/2025 15:20,71.6,57.16,60.51
7/7/2025 16:05,69.8,57.15,64.32
7/7/2025 16:53,69.08,57.88,67.65
7/7/2025 17:40,69.8,57.15,64.32
7/7/2025 18:25,66.2,57.15,72.78
7/7/2025 19:10,66.2,58.96,77.64
7/7/2025 19:55,64.4,58.96,82.65
7/7/2025 20:45,62.6,57.16,82.52
7/7/2025 21:30,62.6,57.16,82.52
7/7/2025 22:15,62.6,57.16,82.52
7/7/2025 23:00,62.6,57.16,82.52
7/7/2025 23:50,62.6,57.16,82.52
7/8/2025 0:35,62.6,57.16,82.52
7/8/2025 1:20,62.6,57.16,82.52
7/8/2025 2:05,62.6,57.16,82.52
7/8/2025 2:53,62.06,57.88,86.31
7/8/2025 3:35,62.6,57.16,82.52
7/8/2025 4:20,62.6,58.98,88.02
7/8/2025 5:05,62.6,58.98,88.02
7/8/2025 5:53,62.06,58.98,89.71
7/8/2025 6:40,62.6,60.78,93.84
7/8/2025 7:20,62.6,60.78,93.84
7/8/2025 8:05,64.4,60.78,88.11
7/8/2025 8:50,66.2,58.96,77.64
7/8/2025 9:35,68,58.96,72.97
7/8/2025 10:20,69.8,58.96,68.61
7/8/2025 11:05,69.8,57.15,64.32
7/8/2025 11:53,69.08,57.88,67.65
7/8/2025 12:35,71.6,57.16,60.51
7/8/2025 13:20,71.6,58.96,64.54
7/8/2025 14:05,71.6,57.16,60.51
7/8/2025 14:53,71.06,57.88,63.24
7/8/2025 15:40,71.6,60.76,68.81
7/8/2025 16:25,71.6,58.96,64.54
7/8/2025 17:10,69.8,57.15,64.32
7/8/2025 17:55,69.8,57.15,64.32
7/8/2025 18:45,68,57.15,68.41
7/8/2025 19:30,66.2,57.15,72.78
7/8/2025 20:15,64.4,57.16,77.48
7/8/2025 21:00,64.4,57.16,77.48
7/8/2025 21:50,64.4,57.16,77.48
7/8/2025 22:35,64.4,57.16,77.48
7/8/2025 23:20,64.4,58.96,82.65
7/9/2025 0:05,64.4,58.96,82.65
7/9/2025 0:55,62.6,58.98,88.02
7/9/2025 1:45,62.6,58.98,88.02
7/9/2025 2:30,62.6,58.98,88.02
7/9/2025 3:15,62.6,58.98,88.02
7/9/2025 4:00,62.6,58.98,88.02
7/9/2025 4:50,62.6,57.16,82.52
7/9/2025 5:35,62.6,58.98,88.02
7/9/2025 6:20,62.6,58.98,88.02
7/9/2025 7:05,64.4,58.96,82.65
7/9/2025 7:53,66.92,58.96,75.73
7/9/2025 8:40,69.8,57.15,64.32
7/9/2025 9:25,71.6,60.76,68.81
7/9/2025 10:10,73.4,60.78,64.76
7/9/2025 10:55,73.4,60.78,64.76
7/9/2025 11:45,73.4,60.78,64.76
7/9/2025 12:30,71.6,58.96,64.54
7/9/2025 13:15,71.6,58.96,64.54
7/9/2025 14:00,71.6,57.16,60.51
7/9/2025 14:50,71.6,55.36,56.7
7/9/2025 15:35,71.6,57.16,60.51
7/9/2025 16:20,71.6,57.16,60.51
7/9/2025 17:05,71.6,58.96,64.54
7/9/2025 17:53,71.06,54.99,56.99
7/9/2025 18:40,69.8,57.15,64.32
7/9/2025 19:25,66.2,57.15,72.78
7/9/2025 20:10,64.4,57.16,77.48
7/9/2025 20:55,64.4,57.16,77.48
7/9/2025 21:45,64.4,58.96,82.65
7/9/2025 22:30,64.4,60.78,88.11
7/9/2025 23:15,64.4,58.96,82.65
7/10/2025 0:00,64.4,60.78,88.11
7/10/2025 0:49,62.6,60.78,93.84
7/10/2025 1:30,62.6,58.98,88.02
7/10/2025 2:15,62.6,58.98,88.02
7/10/2025 3:00,62.6,58.98,88.02
7/10/2025 3:50,62.6,58.98,88.02
7/10/2025 4:35,62.6,58.98,88.02
7/10/2025 5:20,62.6,58.98,88.02
7/10/2025 6:05,62.6,58.98,88.02
7/10/2025 6:53,64.94,60.04,84.29
7/10/2025 7:40,66.2,60.76,82.77
7/10/2025 8:25,68,60.76,77.79
7/10/2025 9:10,71.6,60.76,68.81
7/10/2025 9:55,71.6,60.76,68.81
7/10/2025 10:45,73.4,60.78,64.76
7/10/2025 11:30,71.6,60.76,68.81
7/10/2025 12:15,71.6,60.76,68.81
7/10/2025 13:00,71.6,60.76,68.81
7/10/2025 13:50,73.4,60.78,64.76
7/10/2025 14:35,73.4,58.96,60.75
7/10/2025 15:20,71.6,60.76,68.81
7/10/2025 16:05,73.4,60.78,64.76
7/10/2025 16:53,71.96,60.94,68.41
7/10/2025 17:40,69.8,62.56,77.94
7/10/2025 18:25,69.8,60.76,73.15
7/10/2025 19:10,68,60.76,77.79
7/10/2025 19:55,66.2,60.76,82.77
7/10/2025 20:45,64.4,60.78,88.11
7/10/2025 21:30,64.4,60.78,88.11
7/10/2025 22:15,64.4,60.78,88.11
7/10/2025 23:00,64.4,60.78,88.11
7/10/2025 23:50,64.4,60.78,88.11
7/11/2025 0:35,64.4,58.96,82.65
7/11/2025 1:20,64.4,57.16,77.48
7/11/2025 2:05,62.6,58.98,88.02
7/11/2025 2:53,62.96,58.98,86.92
7/11/2025 3:40,62.6,58.98,88.02
7/11/2025 4:25,64.4,60.78,88.11
7/11/2025 5:10,64.4,60.78,88.11
7/11/2025 5:53,64.94,60.96,87.02
7/11/2025 6:40,64.4,60.78,88.11
7/11/2025 7:25,64.4,60.78,88.11
7/11/2025 8:10,66.2,60.76,82.77
7/11/2025 8:53,66.92,60.94,81.25
7/11/2025 9:40,68,60.76,77.79
7/11/2025 10:20,69.8,60.76,73.15
7/11/2025 11:00,73.4,60.78,64.76
7/11/2025 11:50,73.4,60.78,64.76
7/11/2025 12:35,71.6,60.76,68.81
7/11/2025 13:20,71.6,60.76,68.81
7/11/2025 14:05,73.4,60.78,64.76
7/11/2025 14:53,71.06,60.04,68.31
7/11/2025 15:40,71.6,60.76,68.81
7/11/2025 16:20,69.8,60.76,73.15
7/11/2025 17:05,69.8,60.76,73.15
7/11/2025 17:53,69.08,60.04,73.07
7/11/2025 18:40,68,60.76,77.79
7/11/2025 19:25,66.2,60.76,82.77
7/11/2025 20:10,64.4,58.96,82.65
7/11/2025 20:55,64.4,58.96,82.65
7/11/2025 21:45,64.4,58.96,82.65
7/11/2025 22:30,64.4,60.78,88.11
7/11/2025 23:10,64.4,60.78,88.11
7/11/2025 23:55,64.4,60.78,88.11
7/12/2025 0:45,64.4,60.78,88.11
7/12/2025 1:30,64.4,60.78,88.11
7/12/2025 2:15,64.4,60.78,88.11
7/12/2025 3:00,64.4,60.78,88.11
7/12/2025 3:50,66.2,60.76,82.77
7/12/2025 4:35,66.2,60.76,82.77
7/12/2025 5:20,66.2,60.76,82.77
7/12/2025 6:05,66.2,60.76,82.77
7/12/2025 6:53,66.02,60.04,81.19
7/12/2025 7:40,64.4,60.78,88.11
7/12/2025 8:25,66.2,60.76,82.77
7/12/2025 9:10,66.2,60.76,82.77
7/12/2025 9:55,66.2,60.76,82.77
7/12/2025 10:40,66.2,60.76,82.77
7/12/2025 11:25,69.8,60.76,73.15
7/12/2025 12:10,71.6,60.76,68.81
7/12/2025 12:53,73.04,60.06,63.9
7/12/2025 13:40,73.4,60.78,64.76
7/12/2025 14:25,73.4,58.96,60.75
7/12/2025 15:10,73.4,60.78,64.76
7/12/2025 15:55,71.6,60.76,68.81
7/12/2025 16:45,71.6,60.76,68.81
7/12/2025 17:30,69.8,60.76,73.15
7/12/2025 18:15,68,60.76,77.79
7/12/2025 19:00,66.2,60.76,82.77
7/12/2025 19:50,64.4,60.78,88.11
7/12/2025 20:35,64.4,60.78,88.11
7/12/2025 21:20,64.4,60.78,88.11
7/12/2025 22:05,64.4,60.78,88.11
7/12/2025 22:53,64.94,60.04,84.29
7/12/2025 23:40,64.4,60.78,88.11
7/13/2025 0:25,64.4,60.78,88.11
7/13/2025 1:10,64.4,60.78,88.11
7/13/2025 1:55,64.4,60.78,88.11
7/13/2025 2:45,62.6,60.78,93.84
7/13/2025 3:30,62.6,60.78,93.84
7/13/2025 4:10,62.6,60.78,93.84
7/13/2025 4:55,62.6,60.78,93.84
7/13/2025 5:40,62.6,60.78,93.84
7/13/2025 6:20,62.6,60.78,93.84
7/13/2025 7:05,62.6,60.78,93.84
7/13/2025 7:53,62.96,60.06,90.33
7/13/2025 8:40,62.6,60.78,93.84
7/13/2025 9:25,64.4,60.78,88.11
7/13/2025 10:10,64.4,60.78,88.11
7/13/2025 10:55,64.4,60.78,88.11
7/13/2025 11:45,66.2,60.76,82.77
7/13/2025 12:25,69.8,60.76,73.15
7/13/2025 13:10,69.8,60.76,73.15
7/13/2025 13:53,69.98,60.04,70.86
7/13/2025 14:35,69.8,58.96,68.61
7/13/2025 15:15,69.8,60.76,73.15
7/13/2025 16:00,68,58.96,72.97
7/13/2025 16:50,66.2,58.96,77.64
7/13/2025 17:30,66.2,58.96,77.64
7/13/2025 18:15,64.4,58.96,82.65
7/13/2025 19:00,64.4,60.78,88.11
7/13/2025 19:50,62.6,58.98,88.02
7/13/2025 20:35,62.6,58.98,88.02
7/13/2025 21:20,62.6,58.98,88.02
7/13/2025 22:05,60.8,58.98,93.8
7/13/2025 22:53,60.98,58.98,93.2
7/13/2025 23:40,60.8,57.18,87.94
7/14/2025 0:25,60.8,57.18,87.94
7/14/2025 1:10,60.8,57.18,87.94
7/14/2025 1:55,60.8,57.18,87.94
7/14/2025 2:40,60.8,57.18,87.94
7/14/2025 3:25,60.8,57.18,87.94
7/14/2025 4:10,60.8,58.98,93.8
7/14/2025 4:55,60.8,58.98,93.8
7/14/2025 5:45,60.8,58.98,93.8
7/14/2025 6:30,62.6,57.16,82.52
7/14/2025 7:15,62.6,57.16,82.52
7/14/2025 8:00,62.6,58.98,88.02
7/14/2025 8:45,64.4,60.78,88.11
7/14/2025 9:30,66.2,60.76,82.77
7/14/2025 10:10,66.2,58.96,77.64
7/14/2025 10:55,68,58.96,72.97
7/14/2025 11:40,69.8,60.76,73.15
7/14/2025 12:25,69.8,58.96,68.61
7/14/2025 13:10,69.8,58.96,68.61
7/14/2025 13:55,69.8,58.96,68.61
7/14/2025 14:45,69.8,58.96,68.61
7/14/2025 15:30,69.8,57.15,64.32
7/14/2025 16:15,68,57.15,68.41
7/14/2025 17:00,66.2,57.15,72.78
7/14/2025 17:50,66.2,57.15,72.78
7/14/2025 18:30,62.6,57.16,82.52
7/14/2025 19:15,62.6,57.16,82.52
7/14/2025 20:00,62.6,57.16,82.52
7/14/2025 20:50,62.6,58.98,88.02
7/14/2025 21:34,62.96,58.98,86.92
7/14/2025 22:15,62.6,58.98,88.02
7/14/2025 23:00,62.6,57.16,82.52
7/14/2025 23:50,62.6,57.16,82.52
7/15/2025 0:35,62.6,58.98,88.02
7/15/2025 1:20,62.6,58.98,88.02
7/15/2025 2:05,64.4,58.96,82.65
7/15/2025 2:53,64.04,58.96,83.69
7/15/2025 3:40,64.4,58.96,82.65
7/15/2025 4:25,64.4,58.96,82.65
7/15/2025 5:10,64.4,58.96,82.65
7/15/2025 5:55,64.4,58.96,82.65
7/15/2025 6:45,64.4,57.16,77.48
7/15/2025 7:30,64.4,57.16,77.48
7/15/2025 8:15,66.2,57.15,72.78
7/15/2025 9:00,66.2,57.15,72.78
7/15/2025 9:45,69.8,57.15,64.32
7/15/2025 10:25,69.8,58.96,68.61
7/15/2025 11:05,71.6,58.96,64.54
7/15/2025 11:53,73.94,58.98,59.66
7/15/2025 12:35,71.6,58.96,64.54
7/15/2025 13:20,71.6,60.76,68.81
7/15/2025 14:05,69.8,58.96,68.61
7/15/2025 14:53,71.06,58.96,65.73
7/15/2025 15:40,69.8,58.96,68.61
7/15/2025 16:25,69.8,58.96,68.61
7/15/2025 17:10,69.8,58.96,68.61
7/15/2025 17:55,68,58.96,72.97
7/15/2025 18:45,66.2,58.96,77.64
7/15/2025 19:30,64.4,58.96,82.65
7/15/2025 20:10,64.4,58.96,82.65
7/15/2025 20:55,64.4,58.96,82.65
7/15/2025 21:45,64.4,58.96,82.65
7/15/2025 22:30,64.4,58.96,82.65
7/15/2025 23:10,64.4,58.96,82.65
7/15/2025 23:55,64.4,58.96,82.65
7/16/2025 0:45,64.4,57.16,77.48
7/16/2025 1:30,64.4,57.16,77.48
7/16/2025 2:15,66.2,57.15,72.78
7/16/2025 3:00,66.2,57.15,72.78
7/16/2025 3:50,66.2,57.15,72.78
7/16/2025 4:35,64.4,57.16,77.48
7/16/2025 5:20,64.4,57.16,77.48
7/16/2025 6:00,64.4,57.16,77.48
7/16/2025 6:45,66.2,57.15,72.78
7/16/2025 7:30,66.2,57.15,72.78
7/16/2025 8:15,66.2,57.15,72.78
7/16/2025 9:00,68,57.15,68.41
7/16/2025 9:50,69.8,57.15,64.32
7/16/2025 10:33,69.98,56.97,63.51
7/16/2025 11:15,71.6,57.16,60.51
7/16/2025 12:00,71.6,57.16,60.51
7/16/2025 12:50,73.4,57.16,56.95
7/16/2025 13:35,71.6,57.16,60.51
7/16/2025 14:20,73.4,57.16,56.95
7/16/2025 15:05,71.6,57.16,60.51
7/16/2025 15:53,73.94,57.88,57.39
7/16/2025 16:40,71.6,58.96,64.54
7/16/2025 17:25,69.8,58.96,68.61
7/16/2025 18:10,68,58.96,72.97
7/16/2025 18:55,66.2,58.96,77.64
7/16/2025 19:45,66.2,58.96,77.64
7/16/2025 20:30,66.2,58.96,77.64
7/16/2025 21:15,64.4,58.96,82.65
7/16/2025 22:00,64.4,58.96,82.65
7/16/2025 22:50,64.4,58.96,82.65
7/16/2025 23:35,64.4,58.96,82.65
7/17/2025 0:20,64.4,58.96,82.65
7/17/2025 1:05,64.4,58.96,82.65
7/17/2025 1:53,64.04,58.96,83.69
7/17/2025 2:40,64.4,58.96,82.65
7/17/2025 3:25,64.4,58.96,82.65
7/17/2025 4:10,64.4,58.96,82.65
7/17/2025 4:55,62.6,58.98,88.02
7/17/2025 5:45,62.6,58.98,88.02
7/17/2025 6:30,64.4,60.78,88.11
7/17/2025 7:15,64.4,58.96,82.65
7/17/2025 8:00,66.2,58.96,77.64
7/17/2025 8:50,66.2,60.76,82.77
7/17/2025 9:35,69.8,58.96,68.61
7/17/2025 10:20,69.8,58.96,68.61
7/17/2025 11:05,71.6,58.96,64.54
7/17/2025 11:53,71.96,58.96,63.76
7/17/2025 12:40,71.6,60.76,68.81
7/17/2025 13:25,71.6,58.96,64.54
7/17/2025 14:10,71.6,58.96,64.54
7/17/2025 14:55,71.6,60.76,68.81
7/17/2025 15:45,71.6,60.76,68.81
7/17/2025 16:30,71.6,60.76,68.81
7/17/2025 17:15,69.8,60.76,73.15
7/17/2025 18:00,69.8,60.76,73.15
7/17/2025 18:50,66.2,60.76,82.77
7/17/2025 19:35,66.2,60.76,82.77
7/17/2025 20:25,66.2,60.76,82.77
7/17/2025 21:05,66.2,60.76,82.77
7/17/2025 21:55,66.2,60.76,82.77
7/17/2025 22:43,64.94,60.04,84.29
7/17/2025 23:25,64.4,60.78,88.11
7/18/2025 0:10,64.4,60.78,88.11
7/18/2025 0:55,64.4,60.78,88.11
7/18/2025 1:45,64.4,58.96,82.65
7/18/2025 2:30,64.4,58.96,82.65
7/18/2025 3:15,64.4,58.96,82.65
7/18/2025 4:00,64.4,58.96,82.65
7/18/2025 4:50,64.4,58.96,82.65
7/18/2025 5:35,64.4,58.96,82.65
7/18/2025 6:15,64.4,60.78,88.11
7/18/2025 7:00,64.4,58.96,82.65
7/18/2025 7:50,66.2,60.76,82.77
7/18/2025 8:35,69.8,60.76,73.15
7/18/2025 9:20,69.8,60.76,73.15
7/18/2025 10:05,69.8,60.76,73.15
7/18/2025 10:53,71.06,60.04,68.31
7/18/2025 11:40,71.6,60.76,68.81
7/18/2025 12:25,71.6,60.76,68.81
7/18/2025 13:10,71.6,60.76,68.81
7/18/2025 13:55,71.6,60.76,68.81
7/18/2025 14:45,71.6,60.76,68.81
7/18/2025 15:30,73.4,58.96,60.75
7/18/2025 16:15,71.6,58.96,64.54
7/18/2025 17:00,71.6,60.76,68.81
7/18/2025 17:50,69.8,60.76,73.15
7/18/2025 18:35,69.8,60.76,73.15
7/18/2025 19:20,68,60.76,77.79
7/18/2025 20:05,66.2,60.76,82.77
7/18/2025 20:50,66.2,60.76,82.77
7/18/2025 21:30,66.2,60.76,82.77
7/18/2025 22:15,66.2,60.76,82.77
7/18/2025 23:00,66.2,60.76,82.77
7/18/2025 23:50,66.2,60.76,82.77
7/19/2025 0:35,66.2,60.76,82.77
7/19/2025 1:20,66.2,60.76,82.77
7/19/2025 2:00,66.2,60.76,82.77
7/19/2025 2:50,64.4,60.78,88.11
7/19/2025 3:35,64.4,60.78,88.11
7/19/2025 4:20,64.4,60.78,88.11
7/19/2025 5:05,64.4,60.78,88.11
7/19/2025 5:53,66.02,60.04,81.19
7/19/2025 6:40,66.2,60.76,82.77
7/19/2025 7:25,66.2,60.76,82.77
7/19/2025 8:10,68,60.76,77.79
7/19/2025 8:55,68,60.76,77.79
7/19/2025 9:45,69.8,62.56,77.94
7/19/2025 10:30,69.8,62.56,77.94
7/19/2025 11:15,71.6,60.76,68.81
7/19/2025 12:00,69.8,62.56,77.94
7/19/2025 12:45,71.6,62.58,73.32
7/19/2025 13:30,73.4,62.58,69.01
7/19/2025 14:15,73.4,62.58,69.01
7/19/2025 15:00,71.6,62.58,73.32
7/19/2025 15:50,73.4,62.58,69.01
7/19/2025 16:35,71.6,62.58,73.32
7/19/2025 17:20,69.8,60.76,73.15
7/19/2025 18:05,68,60.76,77.79
7/19/2025 18:53,66.92,60.94,81.25
7/19/2025 19:40,66.2,60.76,82.77
7/19/2025 20:25,66.2,60.76,82.77
7/19/2025 21:10,64.4,60.78,88.11
7/19/2025 21:55,64.4,60.78,88.11
7/19/2025 22:45,64.4,60.78,88.11
7/19/2025 23:30,66.2,60.76,82.77
7/20/2025 0:15,64.4,60.78,88.11
7/20/2025 1:00,64.4,60.78,88.11
7/20/2025 1:50,64.4,60.78,88.11
7/20/2025 2:35,64.4,60.78,88.11
7/20/2025 3:20,66.2,60.76,82.77
7/20/2025 4:05,66.2,60.76,82.77
7/20/2025 4:50,66.2,60.76,82.77
7/20/2025 5:35,66.2,60.76,82.77
7/20/2025 6:20,66.2,58.96,77.64
7/20/2025 7:05,66.2,60.76,82.77
7/20/2025 7:53,66.92,60.04,78.7
7/20/2025 8:40,66.2,60.76,82.77
7/20/2025 9:25,68,60.76,77.79
7/20/2025 10:10,69.8,60.76,73.15
7/20/2025 10:55,69.8,60.76,73.15
7/20/2025 11:45,69.8,60.76,73.15
7/20/2025 12:30,69.8,60.76,73.15
7/20/2025 13:15,71.6,60.76,68.81
7/20/2025 14:00,71.6,60.76,68.81
7/20/2025 14:45,73.4,60.78,64.76
7/20/2025 15:30,71.6,60.76,68.81
7/20/2025 16:15,71.6,60.76,68.81
7/20/2025 17:00,71.6,60.76,68.81
7/20/2025 17:45,69.8,60.76,73.15
7/20/2025 18:30,68,60.76,77.79
7/20/2025 19:15,66.2,60.76,82.77
7/20/2025 20:00,66.2,60.76,82.77
7/20/2025 20:50,66.2,60.76,82.77
7/20/2025 21:35,66.2,60.76,82.77
7/20/2025 22:20,66.2,60.76,82.77
7/20/2025 23:05,66.2,60.76,82.77
7/20/2025 23:53,66.02,60.04,81.19
7/21/2025 0:40,66.2,60.76,82.77
7/21/2025 1:25,66.2,60.76,82.77
