Date/Time,Temp.,Dew,Relative,Wind,Wind,Visibility,Weather,Clouds,Sea Level,Station,Altimeter,1 Hour,3 Hour,6 Hour,6 Hr,6 Hr,24 Hr,24 Hr
"Jul 31, 5:33 pm",70,61,73,WSW,13,10,,FEW009,,29.83,29.97,,,,,,,
"Jul 31, 5:30 pm",70,61,73,WSW,14,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 5:25 pm",70,61,73,W,13,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 5:20 pm",70,61,73,WSW,12G18,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 5:15 pm",72,61,69,WSW,13,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 5:10 pm",72,61,69,WSW,14,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 5:05 pm",72,61,69,W,14,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 5:00 pm",72,61,69,WSW,13,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 4:55 pm",72,61,69,WSW,13,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 4:53 pm",72,60,66,WSW,14,10,,FEW010,1014.7,29.83,29.97,,,,73,70,,
"Jul 31, 4:50 pm",72,61,69,WSW,14,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 4:45 pm",72,61,69,W,14,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 4:40 pm",72,61,69,WSW,13,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 4:35 pm",72,61,69,WSW,14,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 4:30 pm",72,61,69,WSW,14,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 4:25 pm",72,61,69,WSW,13,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 4:20 pm",72,61,69,W,14,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 4:15 pm",72,61,69,WSW,13,10,,FEW010,,29.83,29.97,,,,,,,
"Jul 31, 4:10 pm",72,61,69,W,14,10,,FEW010,,29.84,29.98,,,,,,,
"Jul 31, 4:05 pm",72,61,69,W,14,10,,FEW010,,29.84,29.98,,,,,,,
"Jul 31, 4:00 pm",72,61,69,W,14,10,,FEW010,,29.84,29.98,,,,,,,
"Jul 31, 3:55 pm",72,61,69,W,14,10,,FEW010,,29.84,29.98,,,,,,,
"Jul 31, 3:53 pm",72,60,66,W,13,10,,FEW010,1015,29.84,29.98,,,,,,,
"Jul 31, 3:50 pm",72,61,69,WSW,14G21,10,,FEW010,,29.84,29.98,,,,,,,
"Jul 31, 3:45 pm",72,61,69,W,14,10,,FEW010 FEW016,,29.84,29.98,,,,,,,
"Jul 31, 3:40 pm",72,61,69,W,15,10,,FEW010 FEW016,,29.84,29.98,,,,,,,
"Jul 31, 3:35 pm",72,61,69,W,16,10,,FEW010 FEW016,,29.84,29.98,,,,,,,
"Jul 31, 3:30 pm",72,61,69,WSW,15,10,,FEW010 FEW016,,29.84,29.98,,,,,,,
"Jul 31, 3:25 pm",72,61,69,WSW,14,10,,FEW010 FEW016,,29.84,29.98,,,,,,,
"Jul 31, 3:20 pm",72,61,69,W,15,10,,FEW010 FEW016,,29.85,29.99,,,,,,,
"Jul 31, 3:15 pm",72,61,69,W,15,10,,FEW010 FEW016,,29.85,29.99,,,,,,,
"Jul 31, 3:10 pm",72,61,69,W,15,10,,FEW010 FEW016,,29.85,29.99,,,,,,,
"Jul 31, 3:05 pm",72,61,69,WSW,14G20,10,,FEW010 FEW016,,29.85,29.99,,,,,,,
"Jul 31, 3:00 pm",72,61,69,W,14,10,,FEW010 FEW016,,29.85,29.99,,,,,,,
"Jul 31, 2:55 pm",72,61,69,WSW,14,10,,FEW010 FEW016,,29.85,29.99,,,,,,,
"Jul 31, 2:53 pm",71,61,71,W,15,10,,FEW010 FEW016,1015.6,29.85,29.99,,,,,,,
"Jul 31, 2:50 pm",72,61,69,W,14,10,,FEW010 FEW016,,29.85,29.99,,,,,,,
"Jul 31, 2:45 pm",72,61,69,W,15G21,10,,FEW016,,29.85,29.99,,,,,,,
"Jul 31, 2:40 pm",72,61,69,WSW,12,10,,FEW016,,29.85,29.99,,,,,,,
"Jul 31, 2:35 pm",72,61,69,W,13,10,,FEW016,,29.86,30,,,,,,,
"Jul 31, 2:30 pm",73,61,65,WSW,13,10,,FEW016,,29.86,30,,,,,,,
"Jul 31, 2:25 pm",72,61,69,W,14,10,,FEW016,,29.86,30,,,,,,,
"Jul 31, 2:20 pm",72,61,69,W,14,10,,FEW016,,29.86,30,,,,,,,
"Jul 31, 2:15 pm",72,61,69,W,12,10,,FEW016,,29.86,30,,,,,,,
"Jul 31, 2:10 pm",72,61,69,WSW,12,10,,FEW016,,29.86,30,,,,,,,
"Jul 31, 2:05 pm",72,61,69,WSW,13,10,,FEW016,,29.86,30,,,,,,,
"Jul 31, 2:00 pm",72,61,69,W,13,10,,FEW016,,29.86,30,,,,,,,
"Jul 31, 1:55 pm",72,61,69,WSW,12,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 1:53 pm",72,61,68,WSW,12,10,,FEW016,1015.9,29.86,30,,,,,,,
"Jul 31, 1:50 pm",72,61,69,W,14,10,,FEW016,,29.87,30.01,,,,,,,
"Jul 31, 1:45 pm",73,61,65,W,12,10,,FEW016,,29.87,30.01,,,,,,,
"Jul 31, 1:40 pm",72,61,69,WSW,12,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 1:35 pm",72,61,69,WSW,12,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 1:30 pm",72,61,69,W,13,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 1:25 pm",72,61,69,WSW,10,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 1:20 pm",72,61,69,W,10,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 1:15 pm",72,61,69,W,12,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 1:10 pm",73,61,65,WSW,10,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 1:05 pm",72,61,69,W,10,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 1:00 pm",72,61,69,WSW,10,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 12:55 pm",72,61,69,WSW,10,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 12:53 pm",72,61,68,W,9,10,,FEW014,1016.2,29.87,30.01,,,,,,,
"Jul 31, 12:50 pm",72,61,69,WSW,12,10,,FEW014,,29.87,30.01,,,,,,,
"Jul 31, 12:45 pm",72,61,69,WSW,10,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 12:40 pm",72,61,69,WSW,10,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 12:35 pm",72,61,69,W,12,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 12:30 pm",72,61,69,W,13,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 12:25 pm",72,61,69,WSW,10,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 12:20 pm",72,61,69,W,10,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 12:15 pm",72,61,69,WSW,9,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 12:10 pm",72,61,69,WSW,10,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 12:05 pm",72,61,69,W,9,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 12:00 pm",72,61,69,W,12,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 11:55 am",72,61,69,W,9,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 11:53 am",71,61,71,W,9,9,,FEW009 FEW015,1016.3,29.87,30.01,,,,,,,
"Jul 31, 11:50 am",72,61,69,WSW,9,9,,FEW009 FEW015,,29.88,30.02,,,,,,,
"Jul 31, 11:45 am",72,61,69,W,9,9,,FEW009 FEW015,,29.88,30.02,,,,,,,
"Jul 31, 11:40 am",72,61,69,W,12,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 11:35 am",72,61,69,W,10,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 11:30 am",72,61,69,W,9,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 11:25 am",72,61,69,WSW,9,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 11:20 am",70,61,73,WSW,9,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 11:15 am",72,61,69,W,12,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 11:10 am",72,61,69,WSW,9,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 11:05 am",72,61,69,W,10,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 11:00 am",72,61,69,W,12,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 10:55 am",70,61,73,WSW,10,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 10:53 am",70,61,73,W,9,9,,FEW009 FEW018,1016.4,29.88,30.02,,,,71,63,,
"Jul 31, 10:50 am",72,61,69,WSW,9,9,,FEW009 FEW018,,29.88,30.02,,,,,,,
"Jul 31, 10:45 am",70,61,73,W,10,10,,CLR,,29.88,30.02,,,,,,,
"Jul 31, 10:40 am",70,61,73,W,12,10,,FEW015,,29.88,30.02,,,,,,,
"Jul 31, 10:35 am",70,61,73,W,7,10,,FEW015,,29.88,30.02,,,,,,,
"Jul 31, 10:30 am",70,61,73,WSW,9,10,,FEW014,,29.88,30.02,,,,,,,
"Jul 31, 10:25 am",70,61,73,W,9,10,,FEW014,,29.88,30.02,,,,,,,
"Jul 31, 10:20 am",70,61,73,WSW,7,10,,FEW014,,29.88,30.02,,,,,,,
"Jul 31, 10:15 am",70,61,73,WSW,9,10,,SCT014,,29.88,30.02,,,,,,,
"Jul 31, 10:10 am",70,61,73,WSW,9,10,,SCT014,,29.88,30.02,,,,,,,
"Jul 31, 10:05 am",70,61,73,WSW,7,10,,FEW014,,29.88,30.02,,,,,,,
"Jul 31, 10:00 am",70,61,73,WSW,9,10,,FEW014,,29.88,30.02,,,,,,,
"Jul 31, 9:55 am",70,61,73,WSW,8,10,,FEW014,,29.88,30.02,,,,,,,
"Jul 31, 9:53 am",69,61,75,WSW,9,9,,FEW009 FEW018,1016.3,29.88,30.02,,,,,,,
"Jul 31, 9:50 am",70,61,73,WSW,8,9,,FEW009 FEW018,,29.87,30.01,,,,,,,
"Jul 31, 9:45 am",70,61,73,SW,8,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 9:40 am",70,61,73,SSW,6,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 9:35 am",70,61,73,SW,7,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 9:30 am",70,61,73,SSW,6,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 9:25 am",70,61,73,SW,7,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 9:20 am",70,61,73,SW,7,10,,CLR,,29.87,30.01,,,,,,,
"Jul 31, 9:15 am",70,61,73,SW,7,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 9:10 am",70,61,73,SW,7,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 9:05 am",70,61,73,WSW,7,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 9:00 am",70,61,73,W,5,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 8:55 am",70,61,73,SSW,6,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 8:53 am",69,61,75,WSW,5,8,,FEW009 FEW015,1015.7,29.86,30,,,,,,,
"Jul 31, 8:50 am",70,61,73,SW,6,8,,FEW009 FEW015,,29.86,30,,,,,,,
"Jul 31, 8:45 am",68,61,78,SW,3,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 8:40 am",68,61,78,W,5,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 8:35 am",68,61,78,WSW,6,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 8:30 am",66,61,83,WSW,3,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 8:25 am",66,61,83,SSE,3,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 8:20 am",68,61,78,WSW,5,10,,CLR,,29.85,29.99,,,,,,,
"Jul 31, 8:15 am",66,61,83,SSW,3,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 8:10 am",66,61,83,WSW,3,10,,CLR,,29.86,30,,,,,,,
"Jul 31, 8:05 am",66,61,83,SW,3,10,,CLR,,29.85,29.99,,,,,,,
"Jul 31, 8:00 am",66,61,83,N,0,10,,CLR,,29.85,29.99,,,,,,,
"Jul 31, 7:55 am",66,61,83,W,3,10,,CLR,,29.85,29.99,,,,,,,
"Jul 31, 7:53 am",66,61,84,W,3,8,,FEW009 FEW014,1015.3,29.85,29.99,,,,,,,
"Jul 31, 7:50 am",66,61,83,W,3,8,,FEW009 FEW014,,29.85,29.99,,,,,,,
"Jul 31, 7:45 am",66,61,83,N,0,10,,CLR,,29.85,29.99,,,,,,,
"Jul 31, 7:40 am",66,61,83,N,0,10,,CLR,,29.85,29.99,,,,,,,
"Jul 31, 7:35 am",66,61,83,N,0,10,,CLR,,29.85,29.99,,,,,,,
"Jul 31, 7:30 am",64,61,88,,,10,,CLR,,29.85,29.99,,,,,,,
"Jul 31, 7:25 am",64,61,88,,,9,,CLR,,29.84,29.98,,,,,,,
"Jul 31, 7:20 am",64,61,88,,,9,,CLR,,29.84,29.98,,,,,,,
"Jul 31, 7:15 am",64,61,88,SW,3,10,,CLR,,29.84,29.98,,,,,,,
"Jul 31, 7:10 am",64,61,88,SW,3,10,,CLR,,29.84,29.98,,,,,,,
"Jul 31, 7:05 am",64,61,88,N,0,10,,CLR,,29.84,29.98,,,,,,,
"Jul 31, 7:00 am",64,61,88,N,0,10,,CLR,,29.84,29.98,,,,,,,
"Jul 31, 6:55 am",64,61,88,N,0,10,,CLR,,29.84,29.98,,,,,,,
"Jul 31, 6:53 am",64,60,87,WSW,5,8,,FEW009 FEW013,1015,29.84,29.98,,,,,,,
"Jul 31, 6:50 am",64,61,88,WSW,5G20,8,,FEW009 FEW013,,29.84,29.98,,,,,,,
"Jul 31, 6:45 am",64,61,88,WSW,5G20,10,,CLR,,29.84,29.98,,,,,,,
"Jul 31, 6:40 am",64,61,88,WSW,5G20,10,,CLR,,29.84,29.98,,,,,,,
"Jul 31, 6:35 am",64,61,88,WSW,5G20,10,,CLR,,29.84,29.98,,,,,,,
"Jul 31, 6:30 am",63,61,94,WSW,5G20,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 6:25 am",63,61,94,WSW,5G20,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 6:20 am",63,61,94,WSW,5G20,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 6:15 am",63,61,94,SW,3,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 6:10 am",63,61,94,WSW,3,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 6:05 am",63,61,94,WSW,3,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 6:00 am",63,61,94,WSW,3,10,,CLR,,29.82,29.96,,,,,,,
"Jul 31, 5:55 am",63,61,94,W,3,10,,CLR,,29.82,29.96,,,,,,,
"Jul 31, 5:53 am",63,60,90,N,0,10,,FEW009 FEW012,1014.4,29.82,29.96,,,,,,,
"Jul 31, 5:50 am",63,61,94,WSW,3,10,,FEW011,,29.82,29.96,,,,,,,
"Jul 31, 5:45 am",63,61,94,W,3,10,,FEW011,,29.82,29.96,,,,,,,
"Jul 31, 5:40 am",63,61,94,N,0,10,,FEW011,,29.82,29.96,,,,,,,
"Jul 31, 5:35 am",63,61,94,N,0,10,,FEW011,,29.82,29.96,,,,,,,
"Jul 31, 5:30 am",63,61,94,SSW,3,10,,FEW011,,29.82,29.96,,,,,,,
"Jul 31, 5:25 am",63,61,94,SSW,3,10,,FEW012,,29.82,29.96,,,,,,,
"Jul 31, 5:20 am",63,61,94,S,3,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 5:15 am",63,61,94,SSW,5,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 5:10 am",63,61,94,SSW,3,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 5:05 am",63,61,94,N,0,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 5:00 am",63,61,94,N,0,10,,CLR,,29.81,29.95,,,,,,,
"Jul 31, 4:55 am",63,61,94,WSW,3,10,,CLR,,29.81,29.95,,,,,,,
"Jul 31, 4:53 am",63,60,90,SW,3,10,,FEW009 FEW012,1014,29.81,29.95,,,,66,63,,
"Jul 31, 4:50 am",63,61,94,WSW,3,10,,FEW009 FEW012,,29.81,29.95,,,,,,,
"Jul 31, 4:45 am",63,61,94,SW,3,10,,FEW009 FEW012,,29.81,29.95,,,,,,,
"Jul 31, 4:40 am",63,61,94,WSW,3,10,,FEW009 FEW012,,29.81,29.95,,,,,,,
"Jul 31, 4:36 am",63,60,90,WSW,3,10,,FEW009 FEW012,,29.81,29.95,,,,,,,
"Jul 31, 4:35 am",63,61,94,WSW,3,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 4:30 am",63,61,94,N,0,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 4:25 am",63,61,94,SW,3,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 4:20 am",63,61,94,WSW,3,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 4:15 am",63,59,88,WSW,3,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 4:10 am",63,61,94,N,0,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 4:05 am",64,61,88,W,3,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 4:00 am",63,61,94,WNW,3,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 3:55 am",63,61,94,NW,3,10,,CLR,,29.81,29.95,,,,,,,
"Jul 31, 3:53 am",63,60,90,N,0,10,,FEW012,1014,29.81,29.95,,,,,,,
"Jul 31, 3:50 am",63,61,94,NW,3,10,,FEW012,,29.81,29.95,,,,,,,
"Jul 31, 3:45 am",64,61,88,N,0,10,,FEW012,,29.82,29.96,,,,,,,
"Jul 31, 3:40 am",64,61,88,N,0,10,,FEW012,,29.82,29.96,,,,,,,
"Jul 31, 3:35 am",64,61,88,N,0,10,,FEW012,,29.82,29.96,,,,,,,
"Jul 31, 3:30 am",64,61,88,N,0,10,,FEW012,,29.82,29.96,,,,,,,
"Jul 31, 3:25 am",63,59,88,W,5,10,,FEW012,,29.82,29.96,,,,,,,
"Jul 31, 3:20 am",63,61,94,N,0,10,,FEW012,,29.82,29.96,,,,,,,
"Jul 31, 3:15 am",63,61,94,N,0,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 3:10 am",64,61,88,N,0,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 3:05 am",63,61,94,N,0,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 3:00 am",63,61,94,N,0,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 2:55 am",63,61,94,W,3,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 2:53 am",64,60,87,N,0,10,,FEW014,1014.2,29.82,29.96,,,,,,,
"Jul 31, 2:50 am",64,61,88,WSW,3,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 2:45 am",63,61,94,W,3,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 2:40 am",64,61,88,N,0,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 2:35 am",63,61,94,N,0,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 2:30 am",63,61,94,WSW,3,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 2:25 am",63,61,94,W,3,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 2:20 am",63,61,94,W,3,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 2:15 am",63,61,94,W,5,10,,CLR,,29.82,29.96,,,,,,,
"Jul 31, 2:10 am",63,61,94,WSW,5,10,,CLR,,29.82,29.96,,,,,,,
"Jul 31, 2:05 am",64,61,88,WSW,3,10,,CLR,,29.82,29.96,,,,,,,
"Jul 31, 2:00 am",64,61,88,WSW,3,10,,CLR,,29.82,29.96,,,,,,,
"Jul 31, 1:55 am",63,61,94,WSW,5,10,,CLR,,29.82,29.96,,,,,,,
"Jul 31, 1:53 am",64,60,87,WSW,5,10,,FEW014,1014.3,29.82,29.96,,,,,,,
"Jul 31, 1:50 am",64,61,88,WSW,3,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 1:45 am",64,61,88,SW,3,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 1:40 am",64,61,88,WSW,3,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 1:35 am",64,61,88,WSW,5,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 1:30 am",64,61,88,WSW,6,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 1:25 am",64,61,88,WSW,6,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 1:20 am",64,59,83,W,5,10,,CLR,,29.82,29.96,,,,,,,
"Jul 31, 1:15 am",64,59,83,WSW,5,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 1:10 am",64,61,88,SSW,3,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 1:05 am",64,61,88,S,3,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 1:00 am",64,61,88,S,5,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 12:55 am",64,61,88,S,5,10,,CLR,,29.83,29.97,,,,,,,
"Jul 31, 12:53 am",64,60,87,S,6,10,,FEW014,1014.6,29.83,29.97,,,,,,74,63
"Jul 31, 12:50 am",64,61,88,S,5,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 12:45 am",64,61,88,SW,5,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 12:40 am",64,61,88,SSW,5,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 12:35 am",64,61,88,S,5,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 12:30 am",64,61,88,SW,5,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 12:25 am",64,61,88,WSW,5,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 12:20 am",64,59,83,SSW,3,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 12:15 am",64,59,83,SSW,5,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 12:10 am",64,59,83,SSW,6,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 31, 12:05 am",64,61,88,SW,5,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 31, 12:00 am",64,61,88,SSW,6,10,,FEW014,,29.83,29.97,,,,,,,
"Jul 30, 11:55 pm",64,61,88,SSW,6,10,,CLR,,29.82,29.96,,,,,,,
"Jul 30, 11:53 pm",65,60,84,SSW,6,10,,FEW014,1014.3,29.82,29.96,,,,,,,
"Jul 30, 11:50 pm",64,61,88,SSW,6,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 30, 11:45 pm",64,61,88,SSW,7,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 30, 11:40 pm",64,61,88,SSW,7,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 30, 11:35 pm",64,61,88,SSW,7,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 30, 11:30 pm",66,61,83,SSW,8,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 30, 11:25 pm",66,61,83,SSW,7,10,,FEW014,,29.82,29.96,,,,,,,
"Jul 30, 11:20 pm",66,61,83,SW,6,10,,CLR,,29.82,29.96,,,,,,,
"Jul 30, 11:15 pm",66,61,83,SW,7,10,,CLR,,29.82,29.96,,,,,,,
"Jul 30, 11:10 pm",66,61,83,SW,7,10,,CLR,,29.82,29.96,,,,,,,
"Jul 30, 11:05 pm",64,61,88,WSW,6,10,,CLR,,29.82,29.96,,,,,,,
"Jul 30, 11:00 pm",64,59,83,W,5,10,,CLR,,29.82,29.96,,,,,,,
